"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-flexslider.js?ver=7.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1599","1599","1599","0.237","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.264","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-flexslider.js?ver=7.1","2026-09-13 10:31:51"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/cssua.js?ver=2.1.28","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1505","1505","1505","0.223","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.255","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/cssua.js?ver=2.1.28","2026-09-13 10:31:51"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fade.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","439","439","439","0.065","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.253","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fade.js?ver=1","2026-09-13 10:31:51"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","453","453","453","0.067","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.258","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column.js?ver=3.16.1","2026-09-13 10:31:51"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.easing.js?ver=1.3","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","756","756","756","0.112","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.244","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.easing.js?ver=1.3","2026-09-13 10:31:51"
"https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-header.js?ver=7.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3961","3961","3961","0.587","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.249","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-header.js?ver=7.16.1","2026-09-13 10:31:51"
"https://heartlandk9s.org/contact/","text/html; charset=UTF-8","200","OK","Indexable","","Contact – Heartland Canines for Veterans","40","374","CONTACT HEARTLAND CANINES FOR VETERANS 12651 Gateway Dr Neosho MO 64850 800-913-6189 Director cell: 417-312-7484 [ccf_form id=""2132""]","133","935","CONTACT HEARTLAND CANINES FOR VETERANS     

12651 Gateway Dr
Neosho MO 64850
800-913-6189

Director cell: 417-312-7484","125","807","","0","","0","","0","CONTACT HEARTLAND CANINES FOR VETERANS","38","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/contact/","","","","","","75870","16908","16908","2.506","","31","14","2.214","100.000","Very Easy","0.587","1","1","","25","18","0","94.740","16","12","0","4","3","0","","","","","7f09e095bfec4d7898989b68faf29de0","0.619","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/contact/","2026-09-13 10:31:51"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/gsap.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","27247","27247","27247","4.038","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.254","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/gsap.js?ver=3.16.1","2026-09-13 10:31:51"
"https://heartlandk9s.org/5-questions/","text/html; charset=UTF-8","200","OK","Indexable","","5 Questions To Ask Before Partnering With a Service Dog – Heartland Canines for Veterans","88","812","5 Questions to Ask Before Partnering With a Service Dog Before partnering with a Service Dog, there are several important points to consider. While thousands of","160","987","5 Questions to Ask Before Partnering With a Service Dog     
Before partnering with a Service Dog, there are several important points to consider. While thousands of individuals with a disability benefit greatly from partnering with a Service Dog, it’s not the solution for everyone. You must know beyond","305","1820","","0","5 Questions to Ask Before Partnering With a Service Dog","55","","0","5 Questions","11","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/5-questions/","","","","","","84762","18777","18777","2.783","","439","63","6.968","74.500","Fairly Easy","3.295","1","1","","23","18","0","94.740","17","13","0","4","4","0","","","","","133a551db9e60b2f734a356cc4d52e3a","0.724","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/5-questions/","2026-09-13 10:31:51"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-video-general.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","892","892","892","0.132","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.092","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-video-general.js?ver=1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/ScrollTrigger.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","17556","17556","17556","2.602","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.084","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/library/ScrollTrigger.js?ver=3.16.1","2026-09-13 10:31:52"
"http://heartlandk9s.org/campaigns/","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","795","795","795","0.118","","0","","","","","0.000","1","1","","3","2","0","10.530","0","0","0","0","0","0","","","","","","0.155","","https://heartlandk9s.org/campaigns/","HTTP Redirect","","","1.1","","","","","","http://heartlandk9s.org/campaigns/","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-gravity-forms.js?ver=7.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","790","790","790","0.117","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.252","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/assets/min/js/general/avada-gravity-forms.js?ver=7.16.1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-tooltip.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","321","321","321","0.048","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.257","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-tooltip.js?ver=1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-parallax.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3040","3040","3040","0.451","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.244","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-parallax.js?ver=1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-animations.js?ver=7.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","856","856","856","0.127","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.255","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-animations.js?ver=7.1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","30364","30364","30364","4.500","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.250","Sat, 10 Jan 2026 00:45:53 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.ilightbox.js?ver=2.2.3","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","25455","25455","25455","3.772","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.267","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.ilightbox.js?ver=2.2.3","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.requestAnimationFrame.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","335","335","335","0.050","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.248","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.requestAnimationFrame.js?ver=1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/uploads/2023/05/Concept-1-rocker-outlined-2-263x300.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","80266","80266","80266","11.895","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.251","Wed, 10 May 2023 16:08:16 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2023/05/Concept-1-rocker-outlined-2-263x300.png","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-equal-heights.js?ver=1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","600","600","600","0.089","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.264","Wed, 26 Aug 2026 02:51:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-equal-heights.js?ver=1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-title.js?ver=7.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3662","3662","3662","0.543","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.250","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-title.js?ver=7.1","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/plugins/foogallery/assets/js/foogallery.ecf28626.min.js?ver=3.3.3","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","54944","54944","54944","8.143","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.268","Sat, 05 Sep 2026 03:24:16 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/foogallery/assets/js/foogallery.ecf28626.min.js?ver=3.3.3","2026-09-13 10:31:52"
"https://heartlandk9s.org/hk9-current-teams-in-training/","text/html; charset=UTF-8","200","OK","Indexable","","HK9 Teams in Training – Heartland Canines for Veterans","54","508","Billy and Caddie- Caddie is a Lab, currently in her 3rd month of service training. She is being trained to block, post, watch, as well as pressure therapy. CLIC","160","947","Billy and Caddie-

Caddie is a Lab, currently in her 3rd month of service training. She is being trained to block, post, watch, as well as pressure therapy.  CLICK HERE to Donate to help Caddie and Billy     

Marilyn and Travis-

Early in their training, Travis' main focus will be alllll obedience","305","1706","","0","HK9 Teams in Training","21","","0","","0","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/hk9-current-teams-in-training/","","","","","","81387","17388","17388","2.577","","94","18","5.222","97.134","Very Easy","0.968","1","1","","5","2","0","10.530","19","13","0","3","3","0","","","","","657c3930ef466092fbb4c13a33ad3820","0.677","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/hk9-current-teams-in-training/","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/uploads/cache/2023/05/jack/2875401014.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","11660","11660","11660","1.728","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.255","Tue, 04 Jul 2023 16:03:53 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2023/05/jack/2875401014.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/cache/2023/05/OIP/2995043690.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","13480","13480","13480","1.998","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.256","Tue, 04 Jul 2023 16:03:53 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2023/05/OIP/2995043690.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2023/05/OIP.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","19656","19656","19656","2.913","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.088","Wed, 10 May 2023 14:04:48 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2023/05/OIP.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/our-highlighted-team/","text/html; charset=UTF-8","200","OK","Indexable","","Our Highlighted Team – Heartland Canines for Veterans","53","500","Billy and Service K9 (In Training) Caddie Billy is an Army Veteran. He is partnered with Caddie, a 1 year old black lab. Caddie is training in ""block"" ""post"" an","160","934","Billy and Service K9 (In Training) Caddie    

Billy is an Army Veteran. He is partnered with Caddie, a 1 year old black lab. Caddie is training in ""block"" ""post"" and ""watch"" and other skill sets related to PTS and anxiety.","225","1279","","0","Our Highlighted Team","20","Billy and Service K9 (In Training) Caddie","41","","0","","0","max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://heartlandk9s.org/our-highlighted-team/","","","","","","77106","17103","17103","2.535","","58","13","4.462","97.286","Very Easy","0.765","1","1","","5","2","0","10.530","17","13","0","3","3","0","","","","","848e400af9319408f8132dd15c776cb5","0.711","","","","","en-US","1.1","","","","","","https://heartlandk9s.org/our-highlighted-team/","2026-09-13 10:31:52"
"https://heartlandk9s.org/wp-content/uploads/cache/2020/02/aliceCBD_logo-1/4007148373.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","31670","31670","31670","4.693","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.276","Tue, 04 Jul 2023 16:03:53 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2020/02/aliceCBD_logo-1/4007148373.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/cache/2020/02/Joplin_Main_X-1024x934-1/2165434795.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","21104","21104","21104","3.128","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.081","Mon, 16 Jun 2025 23:45:42 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2020/02/Joplin_Main_X-1024x934-1/2165434795.webp","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/cupojoe.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","100100","100100","100100","14.835","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.260","Tue, 04 Jul 2023 16:00:37 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/cupojoe.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/BENNETT-MODIFIED-Vertical-V2-color285.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","674567","674567","674567","99.971","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.246","Tue, 04 Jul 2023 16:00:08 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/BENNETT-MODIFIED-Vertical-V2-color285.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/VFW-Logo.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","19223","19223","19223","2.849","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.241","Thu, 06 Feb 2020 21:38:36 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/VFW-Logo.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/plugins/foogallery/assets/css/foogallery.90fd1da5.min.css?ver=3.3.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","20727","20727","20727","3.072","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.253","Sat, 05 Sep 2026 03:24:16 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/foogallery/assets/css/foogallery.90fd1da5.min.css?ver=3.3.3","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/cache/2020/02/trademarklogopoodleonly/4036962692.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","17515","17515","17515","2.596","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.243","Thu, 02 Mar 2023 12:11:04 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2020/02/trademarklogopoodleonly/4036962692.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/366902803_121841830998837_7639201652951336683_n.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","88834","88834","88834","13.165","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.254","Mon, 16 Jun 2025 20:42:32 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/366902803_121841830998837_7639201652951336683_n.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/Compton-CPA-Group-P.C.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","80425","80425","80425","11.919","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.256","Mon, 16 Jun 2025 20:44:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/Compton-CPA-Group-P.C.png","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/293429547_163411172920894_3757616234711033360_n.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","43415","43415","43415","6.434","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.252","Mon, 19 Dec 2022 19:48:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/293429547_163411172920894_3757616234711033360_n.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/cache/2020/02/Petland-Logo-Orange-With-Tag/2987511972.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16330","16330","16330","2.420","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.244","Thu, 02 Mar 2023 12:11:03 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2020/02/Petland-Logo-Orange-With-Tag/2987511972.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/cache/2020/02/BENNETT-MODIFIED-Vertical-V2-color285/2576496478.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","45065","45065","45065","6.679","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.267","Tue, 04 Jul 2023 16:03:53 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2020/02/BENNETT-MODIFIED-Vertical-V2-color285/2576496478.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/cache/2020/02/366902803_121841830998837_7639201652951336683_n/3910734919.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16842","16842","16842","2.496","","0","","","","","0.000","2","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.258","Mon, 16 Jun 2025 23:45:41 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/cache/2020/02/366902803_121841830998837_7639201652951336683_n/3910734919.jpg","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/Joplin_Main_X-1024x934-1.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","89324","89324","89324","13.238","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.269","Mon, 16 Jun 2025 20:43:14 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/Joplin_Main_X-1024x934-1.webp","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-animations.js?ver=3.16.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","856","856","856","0.127","","0","","","","","0.000","2","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.257","Wed, 26 Aug 2026 02:51:23 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-animations.js?ver=3.16.1","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/fusion-styles/36707ae3d09f88239e89b30938b5361c.min.css?ver=3.16.1","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.255","Wed, 26 Aug 2026 19:16:41 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/fusion-styles/36707ae3d09f88239e89b30938b5361c.min.css?ver=3.16.1","2026-09-13 10:31:53"
"https://heartlandk9s.org/wp-content/uploads/2020/02/trademarklogopoodleonly.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","22429","22429","22429","3.324","","0","","","","","0.000","2","4","","1","1","0","5.260","0","0","0","0","0","0","","","","","","0.253","Thu, 06 Feb 2020 21:38:36 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/uploads/2020/02/trademarklogopoodleonly.jpg","2026-09-13 10:31:54"
"https://heartlandk9s.org/wp-content/plugins/foogallery/assets/js/foogallery.ready.5f287227.min.js?ver=3.3.3","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","942","942","942","0.140","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.260","Sat, 05 Sep 2026 03:24:16 GMT","","","","","1.1","","","","","","https://heartlandk9s.org/wp-content/plugins/foogallery/assets/js/foogallery.ready.5f287227.min.js?ver=3.3.3","2026-09-13 10:31:54"
